id;cid;inchi_key;smiles;synonyms_ids;mixture
702;5363426;PRNJXUQTUSFYLV-NTCAYCPXSA-N;CC(=CCC/C(=C/CCC(C)(C=C)OC(=O)C)/C)C;"[3333, 3623, 5473, 31, 1532, 3271, 3110, 4392, 459, 6871, 4392]";mono
703;7632;YXVSKJDFNJFXAJ-UHFFFAOYSA-N;CC(C)(CCC1=CC=CC=C1)O;"[6237, 5334, 2460, 1539, 4302, 5745, 5705, 1779, 1865, 5179]";mono
704;17617;TWXUTZNBHUWMKJ-UHFFFAOYSA-N;C=CCOC(=O)CCC1CCCCC1;"[5222, 3342, 5458, 4905, 2239, 2057, 4206, 612, 4355, 4939, 612]";mono
705;114454;JTHVYOIHZNYRCC-UHFFFAOYSA-N;CCCCCCC1CCCC1=O;"[523, 650, 4550, 4037, 1989, 1143, 2826, 2107, 6985, 5792]";"sum of isomers"
706;89428;VZBFPIMCUSPDLS-UHFFFAOYSA-N;CCCCCCC(C)(CC)O;"[1237, 2777, 1110, 4194, 6659, 1197, 6037, 7099, 3813, 864]";"sum of isomers"
707;7650;VONGZNXBKCOUHB-UHFFFAOYSA-N;CCCC(=O)OCC1=CC=CC=C1;"[3167, 5487, 6476, 6398, 2490, 2062, 3521, 5432, 917, 4263]";mono
708;93199;MQBIZQLCHSZBOI-UHFFFAOYSA-N;CC(=CCCC1=CCC(CC1)C=O)C;"[3568, 781, 3537, 6785, 4519, 404, 6925, 282, 6136, 5142, 5142]";"sum of isomers"
709;20959;VNWOJVJCRAHBJJ-UHFFFAOYSA-N;CCCCCC1CCCC1=O;"[5641, 4436, 2414, 6856, 2150, 7107, 3174, 3345, 4524, 6019]";"sum of isomers"
710;97707;LOQFOBUZYRBURV-UHFFFAOYSA-N;CCCCCC1C(CC(=O)O1)C;"[2340, 918, 1882, 2883, 121, 4497, 2989, 3192, 2852, 3934, 1882]";"sum of isomers"
711;31219;VHOMAPWVLKRQAZ-UHFFFAOYSA-N;CCC(=O)OCC1=CC=CC=C1;"[2125, 3524, 6524, 1608, 5143, 6542, 6930, 6361, 6326, 4326]";mono
712;11398;AXORVIZLPOGIRG-UHFFFAOYSA-N;CC(CN)C1=CC=CC=C1;"[5822, 7232, 6021, 2445, 4385, 2194, 651, 4513, 1316, 7205, 7232]";"sum of isomers"
713;520296;SKQYTJLYRIFFCO-UHFFFAOYSA-N;CCCCCCCCCC1CCCC(=O)O1;"[5203, 6997, 5381, 5755, 922, 3422, 3026, 6215, 5971, 452, 5755]";"sum of isomers"
714;61834;XPTXKXKPWKNYKB-UHFFFAOYSA-N;CCCCCCCC1CC=CC(=O)O1;"[5339, 2398, 7151, 26, 6202, 6259, 5235, 1816, 2186, 3261, 6259]";"sum of isomers"
715;90817;HETFMJQWNWIBPN-UHFFFAOYSA-N;CCCCCCCCC=CC#N;"[4731, 3430, 6598, 2628, 3571, 264, 3430]";"sum of isomers"
716;521238;STZUZYMKSMSTOU-UHFFFAOYSA-N;CCCCCC(CC)OC(=O)C;"[3409, 4311, 107, 911, 4463, 2434, 5447, 926, 2365, 1366, 107]";"sum of isomers"
717;99868;SZMNDOUFZGODBR-UHFFFAOYSA-N;CCCCCC(CCCC)O;"[3435, 4583, 1305, 552, 1028, 1528, 5752, 4474, 1867, 4439]";"sum of isomers"
718;8710;PJXHBTZLHITWFX-UHFFFAOYSA-N;CCCCCCCC1CCCC1=O;"[6838, 2288, 1879, 2205, 5140, 315, 4792, 4133, 2680, 3399]";"sum of isomers"
719;61401;LMETVDMCIJNNKH-UHFFFAOYSA-N;CC(CCC=C(C)C)CCOCC=O;"[2690, 2785, 6586, 5162, 4252, 214, 4857, 6431, 4012, 5804, 214]";"sum of isomers"
720;70275;KGWPHCDTOLQQEP-UHFFFAOYSA-N;CC1=C2C(=CC=C1)C=CN2;"[4282, 6791, 3401, 4997, 999, 3874, 5832, 3872, 1467, 3981]";mono
721;138644;FTXUQEKXCJSWMO-UHFFFAOYSA-N;C1CCCCOC(=O)CCC1;"[3378, 5819, 7157, 6599, 3083, 680, 1475, 1234, 6093, 3472, 5819]";mono
722;1550846;ZWKNLRXFUTWSOY-QPJJXVBHSA-N;C1=CC=C(C=C1)/C=C/C#N;"[1965, 1318, 6670, 1501, 5101, 2633, 4982, 6039, 507, 882]";mono
723;17092;VXCUURYYWGCLIH-UHFFFAOYSA-N;CCCCCCCCCCCC#N;"[2935, 137, 7241, 1709, 920, 5076, 6395, 6866, 3477, 3297]";mono
724;61005;MJTPMXWJHPOWGH-UHFFFAOYSA-N;CC(C)C(=O)OCCOC1=CC=CC=C1;"[6513, 955, 2074, 5147, 2569, 5673, 2121, 3042, 2582, 2948]";mono
725;11978;YPKBCLZFIYBSHK-UHFFFAOYSA-N;CC1=CC2=C(C=C1)NC=C2;"[6211, 1782, 2747, 2929, 2699, 2570, 3733, 2498, 6486, 5883]";mono
726;8469;GOMAKLPNAAZVCJ-UHFFFAOYSA-N;CCOC(=O)C1C(O1)C2=CC=CC=C2;"[7174, 4199, 6241, 2871, 1898, 2959, 1106, 246, 6713, 6884]";"sum of isomers"
727;7695;HFNGYHHRRMSKEU-UHFFFAOYSA-N;CC(=O)OCC1=CC=C(C=C1)OC;"[856, 6330, 7058, 2659, 7175, 4440, 2329, 5336, 812, 1414, 2659]";mono
728;5282109;FQMZVFJYMPNUCT-YRNVUSSQSA-N;CC(=CCC/C(=C/COC=O)/C)C;"[437, 2632, 7217, 5384, 4938, 4764, 5305, 2216, 5927, 5836]";mono
729;1549025;HIGQPQRQIQDZMP-FLIBITNWSA-N;"CC(=CCC/C(=C\COC(=O)C)/C)C";"[3900, 6917, 7273, 1761, 337, 1159, 4647, 3515, 6440, 7221, 3834, 5645]";mono
730;18698;PXRBWNLUQYZAAX-UHFFFAOYSA-N;CCCCC1CCCC(=O)O1;"[2238, 5045, 813, 3702, 4801, 2587, 1880, 5798, 1993, 4216, 3702]";"sum of isomers"
731;110977;RZZLMGATMUAJPX-UHFFFAOYSA-N;CCCCCCCCC1CCCC(=O)O1;"[2311, 2588, 1116, 68, 2051, 5287, 6757, 456, 1937, 3127, 1116]";"sum of isomers"
732;5355853;BYCHQEILESTMQU-FMIVXFBMSA-N;"CCC(=O)OC/C=C(\C)/CCC=C(C)C";"[5224, 309, 1598, 1274, 4483, 1650, 946, 291, 2651, 5885]";mono
733;7476;NTPLXRHDUXRPNE-UHFFFAOYSA-N;CC(=O)C1=CC=C(C=C1)OC;"[6041, 2668, 2389, 9, 5125, 2536, 6426, 7144, 5278, 4846]";mono
734;110747;UCSIFMPORANABL-UHFFFAOYSA-N;CC(C)CCCC(C)CC=O;"[3154, 2748, 4964, 3782, 4535, 5279, 5546, 1427, 1002, 3184]";"sum of isomers"
735;5355856;ZSBOMYJPSRFZAL-JLHYYAGUSA-N;"CCCC(=O)OC/C=C(\C)/CCC=C(C)C";"[7066, 848, 5297, 1065, 3916, 228, 2763, 3605, 5212, 692]";mono
736;11781;BLRHMMGNCXNXJL-UHFFFAOYSA-N;CN1C=CC2=CC=CC=C21;"[1833, 3292, 868, 1529, 5506, 2856, 6583, 6937, 3132, 4701]";mono
737;7151;YNBADRVTZLEFNH-UHFFFAOYSA-N;COC(=O)C1=CN=CC=C1;"[1784, 673, 229, 2146, 6977, 771, 2402, 1490, 2524, 5568, 229]";mono
738;67350;MINYPECWDZURGR-UHFFFAOYSA-N;CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C;"[6207, 3908, 138, 1689, 5412, 7283, 1330, 1403, 5372, 3845]";mono
739;54543965;ZFGBKXBPHOUSJX-UHFFFAOYSA-N;CC1CC=CCCCCCCCCC(=O)C1;"[6982, 695, 4180, 7036, 2503]";"sum of isomers"
740;91339;YWVSYRJWCROMKO-UHFFFAOYSA-N;CC(C1CCCC(C1)(C)C)OC(=O)C;"[5332, 4892, 780, 1222, 690, 5577, 5866, 1292, 6707, 6270, 4892]";"sum of isomers"
741;20653;CVKMFSAVYPAZTQ-UHFFFAOYSA-N;CCCCC(C)C(=O)O;"[6909, 4926, 5388, 3457, 6251, 5810, 2213, 2209, 6354, 3013]";"sum of isomers"
742;95315;NZQMQVJXSRMTCJ-UHFFFAOYSA-N;CCCC(C)CC(=O)O;"[185, 3865, 5232, 4417, 844, 5415, 2721, 2319, 3502, 6833]";"sum of isomers"
743;6443739;NTWSIWWJPQHFTO-AATRIKPKSA-N;CCC/C(=C/C(=O)O)/C;"[1, 3069, 257, 1894, 6894, 888, 6685, 3790, 1548, 5350, 760, 1894]";mono
744;16666688;RGRNSTGIHROKJB-UHFFFAOYSA-N;CCCC(C)(CC(=O)O)O;"[5698, 3397, 1451, 5691, 6708, 6840, 2502, 5167, 1962, 696]";"sum of isomers"
745;14475;NKBWMBRPILTCRD-UHFFFAOYSA-N;CCCCCC(C)C(=O)O;"[4152, 2192, 3106, 5471, 4631, 5695, 5840, 2166, 3096, 1083]";"sum of isomers"
746;26334;JZBCTZLGKSYRSF-UHFFFAOYSA-N;CCC1=NC=C(N=C1C)C;"[6568, 3651, 7079, 3657, 3559, 4984, 3918, 712, 5053, 7264]";mono
747;91343894;CHCKBDDEJDVRSJ-UHFFFAOYSA-N;CCC(C)C1=C(C=CC=N1)OC;"[1508, 3468]";"sum of isomers"
748;58531255;ZBYPSGBBPAPHDG-UHFFFAOYSA-N;CC(C)CC1=C(C=CC=N1)OC;"[3618, 3599, 6379, 7163]";mono
749;78949;FYGUSUBEMUKACF-UHFFFAOYSA-N;C1C2CC(C1C=C2)C(=O)O;"[6957, 2976, 2257, 7260, 2129, 758, 1957, 2371, 735, 469]";"sum of isomers"
750;519709;LXXNWCFBZHKFPT-UHFFFAOYSA-N;CCOC(=O)C(C)S;"[1037, 4738, 1029, 4388, 602, 1790, 5684, 6546, 1091, 318]";"sum of isomers"
751;7122;XSAYZAUNJMRRIR-UHFFFAOYSA-N;CC(=O)C1=CC2=CC=CC=C2C=C1;"[4256, 4794, 2480, 1426, 611, 5099, 1142, 4718, 3346, 1562]";mono
752;;"JZBCTZLGKSYRSF-UHFFFAOYSA-N WHMWOHBXYIZFPF-UHFFFAOYSA-N";"CCC1=NC=C(N=C1C)C CCC1=NC(=CN=C1C)C";[];mixture
753;;"UCGOSAWBWFUKDT-UHFFFAOYSA-N JFUVDGXTDCVGHA-UHFFFAOYSA-N";"CC1=CN=C(C(=N1)C)C(=O)C CC1=CN=C(C(=N1)C(=O)C)C";[];mixture
754;;"RAFHQTNQEZECFL-UHFFFAOYSA-N OXCKCFJIKRGXMM-UHFFFAOYSA-N";"CCC1=NC(=CN=C1)C CCC1=NC=C(N=C1)C";[];mixture
755;;"OQAGVSWESNCJJT-UHFFFAOYSA-N OCWLYWIFNDCWRZ-UHFFFAOYSA-N";"CC(C)CC(=O)OC CCC(C)C(=O)OC";[];mixture
756;;"KIDHWZJUCRJVML-UHFFFAOYSA-N ZMANZCXQSJIPKH-UHFFFAOYSA-N PAYRUJLWNCNPSJ-UHFFFAOYSA-N JUJWROOIHBZHMG-UHFFFAOYSA-N BMFVGAAISNGQNM-UHFFFAOYSA-N LCZUOKDVTBMCMX-UHFFFAOYSA-N MMOXZBCLCQITDF-UHFFFAOYSA-N DZGWFCGJZKJUFP-UHFFFAOYSA-N";"C(CCN)CN CCN(CC)CC C1=CC=C(C=C1)N C1=CC=NC=C1 CC(C)CCN CC1=CN=C(C=N1)C CCN(CC)C(=O)C1=CC=CC(=C1)C C1=CC(=CC=C1CCN)O";[];mixture
757;;"LRHPLDYGYMQRHN-UHFFFAOYSA-N KBPLFHHGFOOTCA-UHFFFAOYSA-N MWKFXSUHUHTGQN-UHFFFAOYSA-N LQZZUXJYWNFBMV-UHFFFAOYSA-N FCBBRODPXVPZAH-UHFFFAOYSA-N YIWUKEYIRIRTPP-UHFFFAOYSA-N ZXEKIIBDNHEJCQ-UHFFFAOYSA-N";"CCCCO CCCCCCCCO CCCCCCCCCCO CCCCCCCCCCCCO CCCCC(CCCC)O CCCCC(CC)CO CC(C)CO";[];mixture
758;;"ZTQSAGDEMFDKMZ-UHFFFAOYSA-N JARKCYVAAOWBJS-UHFFFAOYSA-N NUJGJRNETVAIRJ-UHFFFAOYSA-N KSMVZQYAVGTKIV-UHFFFAOYSA-N HFJRKMMYBMWEAD-UHFFFAOYSA-N JZQKTMZYLHNFPL-ANYPYVPJSA-N";"CCCC=O CCCCCC=O CCCCCCCC=O CCCCCCCCCC=O CCCCCCCCCCCC=O CCCCCC=C/C=C/C=O";[];mixture
759;;"FDPIMTJIUBPUKL-UHFFFAOYSA-N CATSNJVOTSVZJV-UHFFFAOYSA-N VKCYHJWLYTUGCC-UHFFFAOYSA-N";"CCC(=O)CC CCCCCC(=O)C CCCCCCCC(=O)C";[];mixture
760;;"FERIUCNNQQJTOY-UHFFFAOYSA-N FUZZWVXGSFPDMH-UHFFFAOYSA-N WWZKQHOCKIZLMA-UHFFFAOYSA-N FBUKVWPVBMHYJY-UHFFFAOYSA-N GHVNFZFCNZKVNT-UHFFFAOYSA-N";"CCCC(=O)O CCCCCC(=O)O CCCCCCCC(=O)O CCCCCCCCC(=O)O CCCCCCCCCC(=O)O";[];mixture
761;;"YLYBTZIQSIBWLI-UHFFFAOYSA-N GJQIMXVRFNLMTB-UHFFFAOYSA-N PWLNAUNEAKQYLH-UHFFFAOYSA-N MMXKVMNBHPAILY-UHFFFAOYSA-N MDHYEMXUFSJLGV-UHFFFAOYSA-N XAOGXQMKWQFZEM-UHFFFAOYSA-N";"CCCCCCCCOC(=O)C CCCCCCCCCOC(=O)C CCCCCCCCOC(=O)CCC CCCCCCCCCCCC(=O)OCC CC(=O)OCCC1=CC=CC=C1 CCC(=O)OCCC(C)C";[];mixture
762;;"UHOVQNZJYSORNB-UHFFFAOYSA-N HJWLCRVIBGQPNF-UHFFFAOYSA-N WRMNZCZEMHIOCP-UHFFFAOYSA-N MTZQAGJQAFMTAQ-UHFFFAOYSA-N RDOXTESZEPMUJZ-UHFFFAOYSA-N MDHYEMXUFSJLGV-UHFFFAOYSA-N";"C1=CC=CC=C1 C=CCC1=CC=CC=C1 C1=CC=C(C=C1)CCO CCOC(=O)C1=CC=CC=C1 COC1=CC=CC=C1 CC(=O)OCCC1=CC=CC=C1";[];mixture
763;;"MWOOGOJBHIARFG-UHFFFAOYSA-N LPIRKPUURBAMMR-UHFFFAOYSA-N JVTZFYYHCGSXJV-UHFFFAOYSA-N JJVNINGBHGBWJH-UHFFFAOYSA-N MYLBIQHZWFWSMH-UHFFFAOYSA-N POQJHLBMLVTHAU-UHFFFAOYSA-N";"COC1=C(C=CC(=C1)C=O)O CC(=O)OC1=C(C=CC(=C1OC)O)C=O COC1=C(C=C(C=C1)C=O)O COC1=CC=CC(=C1O)C=O CC1=C(C=CC(=C1)C=O)OC CC1=C(C=C(C=C1)C=O)C";[];mixture
764;;"YEJRWHAVMIAJKC-UHFFFAOYSA-N IPBFYZQJXZJBFQ-UHFFFAOYSA-N IFYYFLINQYPWGJ-UHFFFAOYSA-N PHXATPHONSXBIL-UHFFFAOYSA-N WGPCZPLRVAWXPW-UHFFFAOYSA-N";"C1CC(=O)OC1 CCCCC1CCC(=O)O1 CCCCCCC1CCC(=O)O1 CCCCCCCC1CCC(=O)O1 CCCCCCCCC1CCC(=O)O1";[];mixture
765;;"QSJXEFYPDANLFS-UHFFFAOYSA-N FERIUCNNQQJTOY-UHFFFAOYSA-N GHBSPIPJMLAMEP-UHFFFAOYSA-N";"CC(=O)C(=O)C CCCC(=O)O CCCCCC1CCCC(=O)O1";[];mixture
766;;"UFLHIIWVXFIJGU-ARJAWSKDSA-N MBDOYVRWFFCFHM-SNAWJCMRSA-N";"CC/C=C\CCO CCC/C=C/C=O";[];mixture
767;;"XSAYZAUNJMRRIR-UHFFFAOYSA-N ULDHMXUKGWMISQ-SECBINFHSA-N NNWHUJCUHAELCL-SNAWJCMRSA-N MDHYEMXUFSJLGV-UHFFFAOYSA-N";"CC(=O)C1=CC2=CC=CC=C2C=C1 CC1=CC[C@H](CC1=O)C(=C)C C/C=C/C1=CC(=C(C=C1)OC)OC CC(=O)OCCC1=CC=CC=C1";[];mixture
768;;"ULDHMXUKGWMISQ-SECBINFHSA-N ULDHMXUKGWMISQ-VIFPVBQESA-N UFLHIIWVXFIJGU-ARJAWSKDSA-N ZRSNZINYAWTAHE-UHFFFAOYSA-N XSAYZAUNJMRRIR-UHFFFAOYSA-N CDOSHBSSFJOMGT-UHFFFAOYSA-N";"CC1=CC[C@H](CC1=O)C(=C)C CC1=CC[C@@H](CC1=O)C(=C)C CC/C=C\CCO COC1=CC=C(C=C1)C=O CC(=O)C1=CC2=CC=CC=C2C=C1 CC(=CCCC(C)(C=C)O)C";[];mixture
